Source,Target,Weight
20,699,0.7406195618070313
20,696,0.730233133918594
20,687,0.7129127453860682
20,686,0.7274762837394058
20,675,0.7368524383343632
20,669,0.7375367623087175
20,666,0.7370319237034482
20,665,0.703865768380172
20,664,0.7238914591581147
20,655,0.7319814264637443
20,653,0.6998628583489563
20,645,0.7115726258507324
20,637,0.68760066719409
20,625,0.7273970403676026
20,621,0.7099473731492031
20,615,0.7432328527870236
20,614,0.7123696905474308
20,609,0.6949344710426804
20,607,0.7243545945233767
20,599,0.730688381351347
20,598,0.7488253335960713
20,593,0.7320890794093328
20,589,0.7497578037159531
20,588,0.6668273322618405
20,582,0.713089980377217
20,579,0.746602834318373
20,578,0.7065700669142768
20,574,0.733514759557111
20,567,0.723550651593876
20,559,0.7476924926023606
20,558,0.7276787303524945
20,557,0.6893189980745588
20,553,0.7425319215247052
20,545,0.7469855705556846
20,543,0.6878810628294053
20,538,0.734954900480614
20,532,0.721267736130736
20,531,0.6791850648403639
20,526,0.6853037021079743
20,522,0.7378347760123299
20,515,0.7088991934916865
20,511,0.7037371123701283
20,510,0.7466202922411909
20,500,0.7459619190967282
20,490,0.6624829554636464
20,489,0.731126178818943
20,485,0.7470719208370953
20,480,0.6444185179678557
20,474,0.7476910631846065
20,472,0.730832033802967
20,469,0.7441293779672383
20,468,0.7169642873724286
20,463,0.7380842985048234
20,458,0.7466595579303031
20,454,0.7465155625115705
20,444,0.7497117329899936
20,442,0.7414364410669378
20,441,0.7241842430383033
20,440,0.7390066872502268
20,439,0.6453303154059108
20,436,0.7226021182121006
20,435,0.747814563864748
20,422,0.7398814116516287
20,403,0.748011942822865
20,402,0.7109097470345952
20,400,0.6909977695564979
20,396,0.6751961861352157
20,393,0.7243978884340583
20,372,0.7073418782784539
20,369,0.6871675056204919
20,365,0.7406063748606678
20,359,0.7248011741285194
20,352,0.7362583543954735
20,351,0.7094731188797305
20,341,0.7401338829014305
20,332,0.746273179419634
20,319,0.6830042132953088
20,312,0.731984739692009
20,303,0.730276502013392
20,301,0.7473639645407454
20,283,0.7113827342026251
20,282,0.6908162820512874
20,280,0.7440895473800548
20,269,0.6953147923580901
20,267,0.7103786627612209
20,254,0.7457060371651666
20,250,0.6970084552299777
20,244,0.7330388748871871
20,243,0.7018043216135801
20,236,0.726404840707165
20,232,0.7484723424559401
20,231,0.7486779322474325
20,219,0.7344884158706879
20,214,0.7407482845526883
20,206,0.7477263389262149
20,202,0.7448323414931965
20,201,0.7423919800404818
20,199,0.7439180883991148
20,198,0.7443982199272886
20,197,0.7478685441006638
20,187,0.7197773122889887
20,167,0.7339201786656909
20,158,0.7484213060196434
20,147,0.7305070815875085
20,141,0.7267096474704973
20,127,0.7189792644027476
20,125,0.7172023943729986
20,99,0.7363888739055213
20,94,0.7408494219302068
20,93,0.7348856172312224
20,91,0.730349283454957
20,90,0.7329474320246876
20,86,0.6835558358334595
20,82,0.7225825974602038
20,78,0.6370153472956644
20,77,0.7423008901334035
20,73,0.7213830505156121
20,58,0.7046099740967822
20,56,0.6918565100694003
20,55,0.7240854329537595
20,40,0.7143435948772914
20,39,0.7429653265039141
20,37,0.7455673279530729
20,36,0.678303352189178
20,27,0.7083873197095694
20,26,0.7219142386548112
21,995,0.733309386930296
21,991,0.725511247007307
21,978,0.7441195528962637
21,973,0.7410046019629036
21,961,0.7303155179142423
21,952,0.7349066411736387
21,939,0.7475447264135102
21,933,0.7057669964628179
21,928,0.7331524184575074
21,924,0.7344594944617443
21,888,0.7339856543671516
21,871,0.7345279612161101
21,863,0.7338428973261448
21,854,0.7436044122910864
21,853,0.7236109339687965
21,839,0.6951461545462098
21,838,0.7479492175835647
21,834,0.7462813902159301
21,811,0.7190350387168232
21,809,0.7115314708056648
21,804,0.7386767451033172
21,799,0.7218102900062069
21,789,0.7328382758399987
21,772,0.7264258430332566
21,763,0.7453272065923561
21,762,0.741790215164656
21,753,0.7417886292826122
21,744,0.7381203803992373
21,739,0.723277368966088
21,734,0.7215644404855841
21,732,0.7367857983571268
21,720,0.7477458048164415
21,715,0.7317860298023973
21,710,0.7410861735866259
21,694,0.7325974367082759
21,674,0.6926660722695828
21,659,0.7043100800158013
21,655,0.7204059347553164
21,645,0.7377995338749044
21,629,0.7212652688789286
21,625,0.7357575748571222
21,614,0.7160507275900269
21,612,0.711259419654057
21,588,0.6690171419994373
21,567,0.6978111817695611
21,565,0.7482005357220144
21,557,0.7058064511054494
21,550,0.719993563912554
21,543,0.7242880215884996
21,532,0.7139088818699173
21,531,0.7406664333567795
21,525,0.7378319409118457
21,519,0.7290200394031867
21,518,0.7371141144810704
21,505,0.7495023033604945
21,500,0.7374441946333232
21,490,0.7077832926406451
